Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,mean_time,Attrition
28,Travel_Rarely,Research & Development,7.0,3,Medical,147,Male,3,Healthcare Representative,Divorced,119570.0,1,13,0,10,2,10,1,8,3.0,1.0,3.0,2,3,6.216101694915254,No
25,Travel_Rarely,Research & Development,5.0,2,Life Sciences,148,Female,3,Laboratory Technician,Married,26600.0,5,13,0,6,3,2,0,2,1.0,1.0,3.0,3,3,6.453389830508475,Yes
52,Travel_Rarely,Research & Development,26.0,2,Life Sciences,149,Female,2,Sales Representative,Married,33750.0,2,21,0,28,2,5,0,4,4.0,3.0,3.0,2,4,8.222222222222221,No
45,Travel_Rarely,Research & Development,2.0,3,Medical,150,Female,1,Sales Executive,Married,50980.0,3,14,1,8,4,2,0,2,1.0,4.0,2.0,3,3,6.755274261603375,No
52,Travel_Rarely,Research & Development,12.0,3,Medical,151,Male,2,Research Scientist,Married,48780.0,2,11,1,31,3,5,1,4,4.0,4.0,1.0,3,3,7.357446808510638,No
42,Travel_Frequently,Sales,10.0,3,Marketing,152,Female,2,Healthcare Representative,Divorced,28370.0,2,13,1,19,0,5,0,2,1.0,3.0,3.0,2,3,6.8412017167381975,No
30,Travel_Rarely,Sales,25.0,3,Marketing,153,Male,1,Sales Executive,Single,24060.0,2,20,1,11,5,5,0,2,3.0,4.0,3.0,3,4,7.3,No
60,Travel_Rarely,Research & Development,10.0,3,Life Sciences,154,Female,1,Manufacturing Director,Married,22690.0,5,18,1,33,4,29,11,10,1.0,1.0,1.0,3,3,6.181034482758621,No
46,Travel_Rarely,Sales,19.0,4,Marketing,155,Female,1,Sales Executive,Divorced,41080.0,2,14,0,19,5,10,0,8,3.0,3.0,2.0,2,3,7.569620253164557,No
42,Travel_Frequently,Research & Development,18.0,4,Technical Degree,156,Male,4,Sales Executive,Married,132060.0,0,13,2,7,2,6,0,4,4.0,4.0,4.0,3,3,6.563025210084033,No
24,Travel_Rarely,Research & Development,27.0,2,Medical,157,Male,1,Research Scientist,Single,104220.0,1,17,1,6,0,5,1,4,1.0,2.0,3.0,2,3,10.61864406779661,Yes
34,Travel_Frequently,Research & Development,5.0,3,Medical,158,Male,2,Research Scientist,Divorced,137440.0,0,20,1,3,3,2,1,0,4.0,3.0,2.0,3,4,6.167400881057269,Yes
38,Travel_Frequently,Sales,3.0,3,Marketing,159,Female,2,Sales Executive,Married,49070.0,1,11,1,1,3,1,0,0,4.0,4.0,3.0,3,3,8.561181434599156,No
40,Travel_Rarely,Sales,26.0,4,Marketing,160,Female,1,Sales Executive,Married,34820.0,0,18,1,21,2,20,1,12,3.0,3.0,3.0,2,3,6.004347826086956,No
26,Travel_Rarely,Research & Development,3.0,2,Medical,161,Female,4,Healthcare Representative,Divorced,24360.0,1,24,0,3,2,3,0,2,1.0,4.0,1.0,4,4,6.299559471365638,No
30,Non-Travel,Research & Development,15.0,3,Medical,162,Female,2,Sales Executive,Married,23800.0,4,18,3,9,2,5,1,4,3.0,4.0,1.0,2,3,7.867521367521367,No
29,Travel_Rarely,Research & Development,8.0,3,Medical,163,Female,3,Manufacturing Director,Married,194310.0,1,11,0,10,3,10,0,7,2.0,3.0,3.0,3,3,7.1735537190082646,No
29,Travel_Rarely,Research & Development,19.0,4,Life Sciences,164,Male,3,Research Scientist,Married,17900.0,5,16,1,6,4,2,1,1,3.0,2.0,4.0,2,3,6.628691983122363,Yes
19,Travel_Rarely,Research & Development,4.0,3,Medical,165,Male,1,Sales Executive,Single,76440.0,1,15,2,1,2,1,0,0,1.0,4.0,4.0,3,3,7.85042735042735,Yes
30,Non-Travel,Research & Development,2.0,4,Life Sciences,166,Female,3,Research Scientist,Married,51310.0,0,15,1,10,2,9,7,8,3.0,1.0,3.0,3,3,6.728033472803348,No
57,Travel_Rarely,Research & Development,2.0,2,Life Sciences,167,Male,4,Research Scientist,Divorced,63060.0,3,12,1,32,3,1,0,0,1.0,4.0,2.0,3,3,6.298701298701299,No
50,Travel_Rarely,Sales,10.0,4,Life Sciences,168,Female,3,Manager,Married,47870.0,0,12,0,28,3,27,15,7,2.0,3.0,3.0,3,3,7.238683127572016,No
30,Non-Travel,Sales,10.0,2,Life Sciences,169,Male,3,Laboratory Technician,Single,188800.0,0,22,1,12,3,11,6,7,3.0,4.0,2.0,3,4,6.316666666666666,No
60,Travel_Frequently,Research & Development,16.0,3,Life Sciences,170,Female,4,Laboratory Technician,Married,23390.0,4,20,0,22,4,18,13,11,3.0,1.0,4.0,3,4,7.294372294372295,No
47,Travel_Rarely,Research & Development,1.0,3,Technical Degree,171,Male,5,Manufacturing Director,Divorced,135700.0,5,16,2,20,2,5,0,4,1.0,4.0,3.0,2,3,7.8,No
46,Travel_Rarely,Sales,4.0,1,Technical Degree,172,Male,1,Laboratory Technician,Married,67120.0,6,21,1,26,3,3,0,1,1.0,3.0,1.0,2,4,6.826446280991736,No
35,Travel_Rarely,Research & Development,15.0,2,Medical,173,Female,2,Laboratory Technician,Single,54060.0,0,12,1,6,2,5,4,3,4.0,3.0,3.0,3,3,6.47008547008547,No
54,Travel_Rarely,Research & Development,2.0,4,Medical,174,Male,2,Human Resources,Single,89380.0,7,11,3,19,2,1,0,0,3.0,3.0,3.0,3,3,7.6929460580912865,No
34,Travel_Rarely,Sales,8.0,2,Life Sciences,175,Male,1,Laboratory Technician,Divorced,24390.0,3,11,2,14,2,7,5,7,4.0,3.0,3.0,4,3,7.564102564102564,No
46,Travel_Rarely,Research & Development,2.0,3,Life Sciences,176,Male,1,Healthcare Representative,Married,88370.0,2,18,0,15,3,3,1,2,3.0,4.0,3.0,2,3,9.2008547008547,No
31,Travel_Rarely,Research & Development,7.0,3,Life Sciences,177,Male,2,Research Director,Divorced,53430.0,1,14,1,13,3,13,0,8,3.0,2.0,4.0,3,3,6.406779661016949,No
33,Travel_Rarely,Research & Development,10.0,3,Life Sciences,178,Female,4,Research Director,Married,67280.0,7,22,0,15,2,7,7,7,2.0,3.0,4.0,2,4,8.482905982905983,Yes
33,Travel_Rarely,Sales,5.0,4,Marketing,179,Male,2,Research Director,Divorced,66520.0,7,25,0,8,5,4,1,3,1.0,4.0,3.0,3,4,6.971311475409836,Yes
30,Travel_Rarely,Research & Development,2.0,3,Life Sciences,180,Male,1,Sales Executive,Single,48500.0,0,12,1,4,4,3,1,2,4.0,2.0,3.0,3,3,6.481327800829876,No
35,Travel_Rarely,Research & Development,12.0,2,Medical,181,Female,2,Sales Representative,Married,28090.0,4,23,1,10,2,8,0,0,4.0,3.0,3.0,1,4,8.863636363636363,No
31,Travel_Frequently,Research & Development,22.0,2,Medical,182,Female,2,Sales Executive,Married,56890.0,3,15,2,12,2,1,0,0,1.0,3.0,3.0,2,3,6.543859649122807,Yes
34,Travel_Frequently,Sales,17.0,1,Marketing,183,Male,1,Research Director,Divorced,20010.0,9,22,1,11,5,3,0,2,2.0,1.0,3.0,4,4,10.924050632911392,Yes
42,Travel_Frequently,Research & Development,2.0,4,Medical,184,Female,1,Research Scientist,Married,29770.0,4,15,3,8,3,2,2,0,2.0,3.0,3.0,2,3,7.771186440677966,No
36,Non-Travel,Research & Development,3.0,4,Medical,185,Male,1,Research Scientist,Single,40250.0,1,11,0,10,3,10,9,7,2.0,4.0,2.0,3,3,7.274590163934426,No
22,Travel_Frequently,Research & Development,7.0,3,Medical,186,Female,2,Laboratory Technician,Single,37850.0,5,13,2,4,2,2,1,2,3.0,3.0,3.0,3,3,6.358974358974359,Yes
48,Travel_Rarely,Research & Development,6.0,3,Medical,187,Male,1,Laboratory Technician,Married,108540.0,2,14,1,14,6,9,6,7,2.0,4.0,3.0,3,3,6.753246753246753,No
55,Travel_Rarely,Research & Development,1.0,3,Medical,188,Female,1,Sales Executive,Single,120310.0,3,11,0,37,5,10,7,7,1.0,2.0,3.0,3,3,7.3931623931623935,No
41,Non-Travel,Research & Development,3.0,2,Life Sciences,189,Female,2,Research Scientist,Single,99360.0,7,17,1,16,2,14,1,10,4.0,4.0,3.0,2,3,6.1869565217391305,No
35,Travel_Rarely,Research & Development,22.0,3,Medical,190,Female,1,Sales Representative,Married,29660.0,9,18,0,15,2,11,6,9,2.0,3.0,3.0,2,3,5.969957081545064,No
40,Travel_Rarely,Research & Development,15.0,3,Life Sciences,191,Female,2,Laboratory Technician,Single,25710.0,7,14,0,22,1,20,5,13,2.0,3.0,3.0,3,3,7.344262295081967,No
39,Travel_Frequently,Research & Development,12.0,1,Medical,192,Male,1,Research Scientist,Married,99910.0,1,16,1,8,3,8,0,7,3.0,3.0,3.0,3,3,7.119834710743802,No
31,Travel_Rarely,Research & Development,1.0,4,Life Sciences,193,Male,3,Research Director,Single,61420.0,4,13,2,10,2,6,0,5,2.0,4.0,4.0,2,3,8.698347107438016,No
42,Travel_Rarely,Research & Development,5.0,3,Medical,194,Male,3,Sales Executive,Married,53900.0,1,14,0,10,3,10,5,8,4.0,1.0,2.0,3,3,10.830508474576272,No
45,Travel_Rarely,Research & Development,2.0,1,Medical,195,Female,4,Sales Executive,Married,44040.0,0,23,0,9,2,8,3,7,4.0,2.0,4.0,3,4,7.420353982300885,No
26,Travel_Frequently,Research & Development,2.0,1,Life Sciences,196,Female,2,Laboratory Technician,Divorced,59930.0,0,12,0,8,3,7,1,0,3.0,3.0,2.0,3,3,9.192622950819672,Yes
29,Travel_Rarely,Research & Development,5.0,3,Medical,197,Male,1,Research Scientist,Divorced,51300.0,4,11,0,8,3,3,1,2,4.0,4.0,4.0,2,3,7.368421052631579,No
33,Travel_Rarely,Research & Development,16.0,3,Medical,198,Female,1,Laboratory Technician,Divorced,20900.0,4,16,0,10,2,6,0,5,1.0,3.0,3.0,3,3,7.410788381742739,No
31,Travel_Rarely,Research & Development,2.0,4,Life Sciences,199,Female,1,Sales Executive,Divorced,29090.0,9,14,2,10,2,5,0,1,3.0,4.0,2.0,3,3,6.713675213675214,No
18,Travel_Frequently,Research & Development,2.0,3,Technical Degree,200,Male,1,Sales Executive,Single,34680.0,1,18,2,0,4,0,0,0,2.0,2.0,3.0,4,3,9.228215767634854,Yes
40,Non-Travel,Research & Development,1.0,4,Technical Degree,201,Female,2,Laboratory Technician,Divorced,30680.0,3,19,0,20,3,1,0,1,3.0,1.0,3.0,2,3,6.895397489539749,No
41,Non-Travel,Research & Development,23.0,3,Life Sciences,202,Male,2,Manufacturing Director,Single,26700.0,2,15,2,10,2,8,0,7,1.0,3.0,3.0,2,3,9.26086956521739,No
26,Travel_Rarely,Research & Development,9.0,4,Medical,203,Male,3,Healthcare Representative,Divorced,26930.0,5,17,3,8,3,0,0,0,1.0,3.0,3.0,2,3,6.03056768558952,No
35,Travel_Rarely,Research & Development,16.0,4,Medical,204,Male,2,Human Resources,Single,95260.0,1,15,0,5,2,5,0,3,1.0,3.0,3.0,2,3,6.276315789473684,No
34,Travel_Rarely,Research & Development,26.0,3,Medical,205,Male,1,Laboratory Technician,Single,52370.0,1,19,1,10,3,10,5,7,4.0,4.0,3.0,2,3,6.371308016877637,No
26,Travel_Rarely,Sales,1.0,3,Marketing,206,Female,2,Manufacturing Director,Single,24260.0,1,22,0,1,3,1,0,0,3.0,4.0,1.0,1,4,8.721030042918455,Yes
37,Travel_Rarely,Research & Development,8.0,1,Life Sciences,207,Male,1,Sales Executive,Single,41930.0,4,16,1,12,5,6,1,2,2.0,4.0,4.0,3,3,7.4125,No
46,Travel_Frequently,Research & Development,4.0,1,Medical,208,Male,5,Human Resources,Married,29110.0,5,13,0,28,3,2,1,2,1.0,3.0,2.0,3,3,6.2105263157894735,No
41,Travel_Rarely,Research & Development,24.0,1,Life Sciences,209,Male,1,Research Director,Married,26610.0,7,14,1,22,2,18,11,8,2.0,1.0,3.0,3,3,7.707112970711297,No
37,Non-Travel,Research & Development,7.0,2,Medical,210,Male,1,Sales Executive,Divorced,20280.0,1,16,1,9,3,9,7,7,1.0,2.0,3.0,3,3,7.531120331950207,No
52,Travel_Rarely,Sales,2.0,1,Medical,211,Male,1,Laboratory Technician,Divorced,99800.0,1,11,1,18,2,10,6,9,4.0,1.0,3.0,3,3,9.10655737704918,No
32,Non-Travel,Research & Development,7.0,2,Life Sciences,212,Female,2,Research Director,Married,32980.0,8,22,0,6,4,4,1,2,4.0,3.0,3.0,2,4,6.037344398340249,Yes
24,Travel_Frequently,Sales,22.0,3,Life Sciences,213,Female,1,Healthcare Representative,Married,29350.0,0,14,2,3,5,2,2,1,4.0,4.0,3.0,2,3,6.008264462809917,No
38,Travel_Rarely,Research & Development,5.0,3,Life Sciences,214,Female,1,Research Scientist,Married,154270.0,3,16,1,18,2,1,0,0,3.0,3.0,3.0,3,3,5.99581589958159,No
37,Travel_Rarely,Research & Development,1.0,4,Technical Degree,215,Female,5,Research Scientist,Married,39440.0,6,11,2,8,3,6,4,3,2.0,2.0,2.0,3,3,6.911392405063292,No
49,Travel_Rarely,Sales,21.0,1,Life Sciences,216,Male,1,Sales Executive,Divorced,40110.0,1,18,2,31,2,31,0,9,4.0,3.0,3.0,1,3,10.742738589211616,No
24,Travel_Rarely,Sales,1.0,3,Marketing,217,Female,1,Sales Executive,Married,34070.0,1,15,2,6,2,6,1,4,2.0,4.0,3.0,2,3,8.965367965367966,No
26,Travel_Rarely,Research & Development,19.0,4,Technical Degree,218,Female,4,Sales Executive,Married,119940.0,1,14,1,6,6,5,1,4,1.0,2.0,4.0,3,3,7.338842975206612,No
24,Travel_Rarely,Sales,7.0,3,Medical,219,Female,1,Laboratory Technician,Married,12320.0,1,12,0,1,4,1,0,0,4.0,2.0,3.0,1,3,6.844827586206897,No
50,Travel_Frequently,Sales,2.0,2,Marketing,220,Male,1,Sales Executive,Married,29600.0,1,14,3,32,2,32,10,7,1.0,2.0,3.0,3,3,6.762295081967213,No
25,Travel_Rarely,Research & Development,2.0,3,Life Sciences,221,Male,1,Research Scientist,Married,190940.0,1,16,0,7,3,7,0,6,2.0,3.0,3.0,2,3,7.405286343612334,No
24,Travel_Frequently,Research & Development,2.0,3,Medical,222,Male,2,Research Scientist,Married,39190.0,1,21,0,6,3,6,1,2,1.0,3.0,3.0,3,4,10.82520325203252,Yes
30,Travel_Frequently,Research & Development,9.0,3,Other,223,Male,2,Healthcare Representative,Married,68250.0,1,14,0,1,2,1,0,0,2.0,1.0,4.0,3,3,6.918454935622318,Yes
34,Travel_Rarely,Sales,6.0,2,Life Sciences,224,Male,4,Research Director,Married,102480.0,1,12,1,6,4,6,1,3,2.0,4.0,3.0,3,3,8.909090909090908,No
31,Travel_Rarely,Research & Development,9.0,1,Medical,225,Female,1,Sales Representative,Divorced,189470.0,2,12,2,9,2,3,1,2,2.0,1.0,1.0,2,3,6.656903765690377,Yes
35,Travel_Rarely,Research & Development,2.0,3,Life Sciences,226,Female,5,Sales Executive,Single,24960.0,4,17,3,9,3,3,0,2,1.0,4.0,3.0,3,3,7.953974895397489,No
31,Travel_Rarely,Sales,1.0,3,Marketing,227,Female,2,Sales Executive,Divorced,64650.0,4,17,0,13,3,7,5,7,1.0,4.0,4.0,3,3,6.329059829059829,No
27,Travel_Rarely,Sales,22.0,4,Medical,228,Male,1,Sales Representative,Divorced,22060.0,0,14,1,6,4,5,0,3,1.0,3.0,2.0,3,3,7.861924686192468,No
37,Travel_Rarely,Sales,9.0,4,Marketing,229,Female,2,Laboratory Technician,Married,20860.0,4,14,0,17,3,3,1,0,4.0,3.0,2.0,3,3,8.851851851851851,No
20,Travel_Rarely,Research & Development,17.0,4,Medical,230,Female,1,Sales Representative,Single,22930.0,1,13,2,1,3,1,0,0,4.0,2.0,4.0,1,3,7.095041322314049,No
42,Travel_Rarely,Research & Development,28.0,4,Life Sciences,231,Female,2,Manufacturing Director,Married,26450.0,1,15,0,10,5,10,2,2,3.0,4.0,3.0,3,3,7.468085106382978,No
43,Travel_Rarely,Research & Development,10.0,5,Technical Degree,232,Female,2,Sales Executive,Divorced,26830.0,4,11,0,21,3,1,0,0,2.0,4.0,2.0,3,3,8.661224489795918,No
38,Travel_Rarely,Human Resources,2.0,4,Medical,233,Male,1,Human Resources,Single,20140.0,3,17,1,8,5,0,0,0,3.0,1.0,2.0,4,3,6.764462809917355,No
43,Travel_Frequently,Sales,4.0,3,Medical,234,Female,2,Healthcare Representative,Divorced,34190.0,3,11,1,10,5,8,4,7,4.0,3.0,3.0,3,3,9.11111111111111,No
48,Travel_Rarely,Research & Development,8.0,1,Medical,235,Male,2,Laboratory Technician,Married,53760.0,7,13,1,21,3,3,0,2,4.0,1.0,1.0,4,3,7.008438818565401,No
44,Travel_Rarely,Sales,29.0,4,Marketing,236,Male,2,Sales Executive,Single,19510.0,4,22,3,10,4,2,0,2,1.0,3.0,4.0,4,4,6.728070175438597,No
34,Travel_Rarely,Research & Development,13.0,4,Life Sciences,237,Female,1,Laboratory Technician,Divorced,23410.0,1,20,2,8,3,8,0,6,3.0,3.0,3.0,2,4,8.407725321888412,No
27,Travel_Rarely,Sales,27.0,3,Life Sciences,238,Male,2,Research Scientist,Divorced,22930.0,0,18,0,5,0,4,0,2,3.0,1.0,3.0,3,3,6.531380753138075,Yes
21,Travel_Rarely,Sales,16.0,2,Life Sciences,239,Male,3,Sales Executive,Single,87260.0,1,11,1,3,2,3,1,2,3.0,3.0,3.0,1,3,7.269565217391304,No
44,Travel_Rarely,Research & Development,2.0,2,Life Sciences,240,Male,1,Laboratory Technician,Married,40110.0,4,14,1,26,2,2,0,1,4.0,4.0,4.0,3,3,8.722943722943723,No
22,Travel_Rarely,Research & Development,2.0,2,Medical,241,Female,2,Laboratory Technician,Married,195450.0,0,14,0,3,3,2,2,2,1.0,3.0,3.0,2,3,6.013215859030837,No
33,Travel_Rarely,Sales,13.0,4,Marketing,242,Female,2,Manufacturing Director,Divorced,45680.0,0,18,1,6,2,5,1,2,3.0,3.0,3.0,3,3,7.251063829787234,No
32,Travel_Rarely,Research & Development,1.0,1,Life Sciences,243,Female,1,Healthcare Representative,Married,30220.0,1,16,1,6,3,6,0,5,1.0,4.0,2.0,3,3,9.367768595041325,No
30,Travel_Frequently,Research & Development,4.0,5,Technical Degree,244,Male,3,Manager,Divorced,57720.0,1,17,0,1,3,1,0,0,3.0,3.0,3.0,3,3,7.345991561181434,No
53,Travel_Rarely,Research & Development,24.0,3,Other,245,Female,3,Manager,Single,22690.0,7,11,1,18,2,14,8,10,4.0,1.0,4.0,2,3,7.127659574468085,No
34,Travel_Rarely,Research & Development,1.0,5,Medical,246,Male,1,Research Scientist,Married,53810.0,1,12,0,10,0,10,8,8,2.0,4.0,2.0,3,3,7.401673640167364,No
45,Travel_Frequently,Research & Development,19.0,4,Life Sciences,247,Male,3,Research Director,Married,34410.0,2,13,1,5,5,1,0,0,1.0,1.0,3.0,3,3,7.587719298245614,Yes
26,Travel_Rarely,Research & Development,7.0,2,Life Sciences,248,Male,1,Manufacturing Director,Married,54540.0,1,13,1,3,5,3,0,2,3.0,4.0,3.0,4,3,9.938524590163937,No
37,Travel_Rarely,Research & Development,4.0,3,Medical,249,Male,1,Manager,Married,98840.0,1,14,0,10,3,10,7,8,3.0,3.0,3.0,2,3,6.2100840336134455,No
29,Travel_Rarely,Research & Development,2.0,3,Life Sciences,250,Female,1,Healthcare Representative,Married,41570.0,1,17,3,6,2,6,1,2,2.0,3.0,2.0,3,3,6.7905982905982905,No
35,Travel_Rarely,Research & Development,10.0,5,Medical,251,Female,4,Laboratory Technician,Single,134580.0,1,11,0,17,3,17,11,8,2.0,4.0,3.0,3,3,6.649789029535865,No
33,Travel_Frequently,Research & Development,8.0,3,Technical Degree,252,Male,2,Laboratory Technician,Divorced,90690.0,3,25,1,15,3,13,4,7,3.0,4.0,1.0,3,4,7.479338842975206,No
54,Travel_Rarely,Research & Development,5.0,2,Life Sciences,253,Female,2,Sales Executive,Married,40140.0,2,19,1,16,4,9,7,1,3.0,2.0,4.0,2,3,6.385964912280702,No
36,Travel_Rarely,Research & Development,8.0,3,Life Sciences,254,Male,2,Research Scientist,Divorced,59150.0,2,13,1,13,3,3,0,2,2.0,2.0,3.0,2,3,10.717299578059071,No
27,Travel_Rarely,Sales,9.0,3,Marketing,255,Male,5,Research Director,Single,59930.0,0,14,1,5,3,4,1,1,1.0,4.0,3.0,1,3,7.026086956521739,No
20,Travel_Rarely,Research & Development,1.0,3,Life Sciences,256,Male,5,Sales Representative,Single,61620.0,1,12,3,1,2,1,1,1,4.0,3.0,3.0,2,3,8.684873949579831,Yes
33,Travel_Frequently,Research & Development,15.0,4,Medical,257,Female,1,Laboratory Technician,Single,24060.0,1,11,0,10,3,10,9,7,1.0,1.0,3.0,3,3,10.390243902439025,Yes
35,Non-Travel,Research & Development,2.0,1,Medical,258,Male,1,Research Scientist,Married,187400.0,1,19,1,1,2,1,0,0,3.0,3.0,3.0,4,3,6.688311688311688,No
23,Travel_Rarely,Research & Development,2.0,3,Life Sciences,259,Male,1,Healthcare Representative,Married,76370.0,2,11,1,5,3,3,0,2,1.0,1.0,4.0,3,3,7.081196581196581,No
25,Travel_Rarely,Research & Development,11.0,3,Medical,260,Male,2,Manufacturing Director,Married,100960.0,0,11,1,4,3,3,1,2,4.0,2.0,3.0,3,3,7.659751037344399,No
38,Travel_Rarely,Research & Development,16.0,3,Life Sciences,261,Male,5,Research Scientist,Single,147560.0,0,20,1,8,3,7,0,5,4.0,4.0,3.0,2,4,6.793388429752066,No
29,Travel_Frequently,Sales,2.0,4,Life Sciences,262,Male,4,Healthcare Representative,Divorced,64990.0,1,18,3,10,3,10,2,8,2.0,4.0,3.0,2,3,7.794759825327511,No
48,Travel_Rarely,Research & Development,16.0,3,Technical Degree,263,Male,1,Sales Executive,Married,97240.0,3,13,0,12,2,2,2,2,2.0,2.0,3.0,4,3,7.095652173913043,No
27,Travel_Frequently,Sales,4.0,3,Technical Degree,264,Male,5,Laboratory Technician,Divorced,21940.0,1,12,0,6,5,6,0,4,4.0,4.0,3.0,3,3,8.850427350427351,No
37,Travel_Rarely,Research & Development,16.0,3,Life Sciences,265,Male,3,Manager,Single,33880.0,3,11,0,4,2,1,0,0,4.0,4.0,3.0,4,3,7.615720524017467,No
50,Travel_Rarely,Sales,5.0,3,Medical,266,Male,1,Laboratory Technician,Married,54730.0,1,19,1,20,2,20,3,8,4.0,3.0,3.0,4,3,9.130081300813009,No
34,Travel_Rarely,Research & Development,18.0,1,Medical,267,Male,1,Healthcare Representative,Single,27030.0,1,21,1,9,2,8,7,7,4.0,2.0,4.0,3,4,6.788793103448276,No
24,Travel_Rarely,Research & Development,17.0,2,Life Sciences,268,Female,1,Healthcare Representative,Single,25010.0,9,12,0,4,3,2,2,0,1.0,3.0,3.0,1,3,7.535269709543568,Yes
39,Travel_Rarely,Research & Development,12.0,5,Medical,269,Female,1,Sales Representative,Single,62200.0,1,14,2,20,2,20,11,10,4.0,3.0,3.0,3,3,6.665236051502146,No
32,Travel_Rarely,Research & Development,2.0,3,Life Sciences,270,Male,5,Research Scientist,Single,30380.0,1,11,0,10,5,10,0,8,4.0,4.0,2.0,1,3,7.897435897435898,No
50,Travel_Frequently,Research & Development,4.0,2,Medical,271,Male,4,Sales Representative,Married,44240.0,3,14,1,18,2,4,1,3,2.0,3.0,3.0,2,3,8.276422764227643,Yes
38,Travel_Rarely,Research & Development,9.0,4,Life Sciences,272,Male,1,Sales Executive,Single,43120.0,0,12,1,10,2,9,1,8,2.0,4.0,2.0,2,3,7.133047210300429,No
27,Travel_Rarely,Research & Development,10.0,3,Medical,273,Male,5,Research Scientist,Married,132450.0,1,23,1,9,3,9,0,7,3.0,1.0,3.0,2,4,6.489177489177489,No
32,Travel_Rarely,Sales,1.0,3,Medical,274,Male,2,Sales Executive,Single,136640.0,3,14,0,10,6,7,7,7,3.0,4.0,3.0,3,3,7.969565217391304,No
47,Travel_Rarely,Research & Development,2.0,3,Medical,275,Female,5,Sales Executive,Single,50210.0,2,17,0,20,3,7,1,7,4.0,1.0,3.0,3,3,6.683982683982684,No
40,Travel_Frequently,Research & Development,3.0,4,Medical,276,Female,3,Human Resources,Married,51260.0,5,18,0,20,2,18,1,12,4.0,1.0,3.0,3,3,8.599173553719009,No
53,Travel_Rarely,Research & Development,7.0,1,Life Sciences,277,Male,2,Laboratory Technician,Married,28590.0,3,18,1,32,2,5,1,3,3.0,3.0,3.0,3,3,6.743478260869566,No
41,Travel_Rarely,Sales,6.0,3,Medical,278,Male,1,Sales Executive,Divorced,102390.0,3,24,3,23,3,21,12,6,2.0,4.0,2.0,3,4,7.713656387665198,No
60,Travel_Rarely,Research & Development,8.0,2,Life Sciences,279,Female,5,Laboratory Technician,Single,53290.0,8,20,0,10,3,2,2,2,1.0,1.0,3.0,4,4,6.527426160337553,No
27,Travel_Frequently,Research & Development,29.0,1,Life Sciences,280,Male,2,Manufacturing Director,Divorced,43250.0,1,14,0,9,2,9,1,7,4.0,1.0,2.0,2,3,7.383966244725738,No
41,Travel_Rarely,Research & Development,3.0,3,Medical,281,Male,1,Manufacturing Director,Married,72600.0,1,16,0,22,2,22,2,10,4.0,3.0,3.0,3,3,6.206008583690987,No
50,Travel_Rarely,Sales,9.0,3,Life Sciences,282,Male,2,Research Scientist,Married,23220.0,7,25,1,4,0,2,2,2,4.0,2.0,3.0,4,4,7.374449339207048,No
28,Travel_Rarely,Sales,2.0,4,Life Sciences,283,Male,3,Research Scientist,Single,20750.0,7,18,3,10,0,7,3,7,1.0,2.0,3.0,2,3,8.056768558951966,Yes
36,Non-Travel,Research & Development,10.0,4,Technical Degree,284,Female,2,Research Scientist,Married,41520.0,9,19,1,10,3,8,0,5,1.0,1.0,3.0,3,3,5.945378151260504,No
38,Travel_Rarely,Research & Development,1.0,3,Medical,285,Female,3,Manager,Single,96190.0,4,13,1,10,2,1,0,0,3.0,3.0,4.0,3,3,9.851528384279476,No
44,Non-Travel,Research & Development,8.0,2,Life Sciences,286,Male,1,Research Scientist,Single,135030.0,2,12,0,9,6,5,1,4,1.0,3.0,3.0,2,3,6.1078838174273855,No
47,Travel_Frequently,Research & Development,27.0,3,Life Sciences,287,Male,1,Research Scientist,Divorced,54410.0,9,22,1,28,6,22,11,13,4.0,3.0,2.0,2,4,8.314410480349345,No
30,Travel_Rarely,Research & Development,8.0,3,Life Sciences,288,Male,2,Sales Executive,Divorced,52090.0,7,14,1,10,3,8,7,7,3.0,4.0,2.0,3,3,7.493562231759657,No
